Minute,Forecast_SM
1019,0.4342984
1020,0.4342984
1021,0.4342984
1022,0.4342984
1023,0.4342984
1024,0.43429837
1025,0.4342984
1026,0.4342984
1027,0.4342984
1028,0.4342984
1029,0.43429843
1030,0.43429843
1031,0.43429843
1032,0.43429843
1033,0.4342984
1034,0.43429843
1035,0.43429843
1036,0.43429843
1037,0.4342984
1038,0.4342984
1039,0.43429843
1040,0.43429843
1041,0.43429843
1042,0.43429843
1043,0.43429843
1044,0.43429843
1045,0.43429843
1046,0.43429843
1047,0.43429843
1048,0.43429843
1049,0.43429843
1050,0.4342985
1051,0.43429843
1052,0.43429843
1053,0.4342985
1054,0.4342985
1055,0.43429843
1056,0.43429843
1057,0.4342985
1058,0.43429843
1059,0.43429843
1060,0.43429843
1061,0.43429843
1062,0.43429843
1063,0.43429843
1064,0.43429843
1065,0.4342985
1066,0.43429843
1067,0.43429843
1068,0.4342985
1069,0.4342985
1070,0.43429843
1071,0.43429843
1072,0.4342985
1073,0.43429843
1074,0.43429843
1075,0.43429843
1076,0.43429843
1077,0.43429843
1078,0.43429843
1079,0.43429843
1080,0.4342985
1081,0.43429843
1082,0.43429843
1083,0.4342985
1084,0.4342985
1085,0.43429843
1086,0.43429843
1087,0.4342985
1088,0.43429843
1089,0.43429843
1090,0.43429843
1091,0.43429843
1092,0.43429843
1093,0.43429843
1094,0.4342985
1095,0.43429843
1096,0.43429843
1097,0.43429843
1098,0.4342985
1099,0.43429843
1100,0.43429843
1101,0.4342985
1102,0.4342985
1103,0.4342985
1104,0.4342985
1105,0.4342985
1106,0.4342985
1107,0.4342985
1108,0.4342985
1109,0.4342985
1110,0.4342985
1111,0.4342985
1112,0.4342985
1113,0.4342985
1114,0.4342985
1115,0.4342985
1116,0.4342985
1117,0.43429852
1118,0.4342985
1119,0.43429852
1120,0.43429852
1121,0.4342985
1122,0.4342985
1123,0.43429852
1124,0.43429852
1125,0.43429852
1126,0.43429852
1127,0.43429852
1128,0.43429852
1129,0.43429852
1130,0.43429852
1131,0.43429852
1132,0.43429852
1133,0.43429852
1134,0.43429855
1135,0.43429855
1136,0.43429852
1137,0.43429852
1138,0.43429855
1139,0.43429855
1140,0.43429852
1141,0.43429855
1142,0.43429855
1143,0.43429855
1144,0.43429855
1145,0.43429855
1146,0.43429855
1147,0.43429855
1148,0.43429855
1149,0.43429855
1150,0.43429855
1151,0.43429855
1152,0.43429855
1153,0.43429855
1154,0.43429855
1155,0.43429855
1156,0.43429855
1157,0.43429857
1158,0.43429855
1159,0.43429855
1160,0.43429855
1161,0.43429857
1162,0.43429855
1163,0.43429855
1164,0.43429855
1165,0.43429857
1166,0.43429855
1167,0.43429857
1168,0.43429857
1169,0.43429857
1170,0.43429857
1171,0.43429857
1172,0.43429857
1173,0.43429855
1174,0.43429857
1175,0.43429857
1176,0.43429857
1177,0.43429857
1178,0.43429857
1179,0.43429857
1180,0.43429857
1181,0.43429857
1182,0.43429857
1183,0.43429857
1184,0.43429857
1185,0.43429857
1186,0.43429857
1187,0.43429857
1188,0.43429857
1189,0.43429857
1190,0.43429857
1191,0.43429857
1192,0.43429857
1193,0.43429857
1194,0.43429857
1195,0.43429857
1196,0.43429857
1197,0.43429857
1198,0.43429857
1199,0.43429857
1200,0.43429857
1201,0.43429857
1202,0.43429857
1203,0.43429857
1204,0.43429857
1205,0.43429857
1206,0.43429857
