Minute,Forecast_SM,Cluster_Used
462,0.43417691360672817,3
463,0.434176853243866,3
464,0.43417676336048006,3
465,0.43417666202136845,3
466,0.43417657081616795,3
467,0.43417650604725755,3
468,0.4341764769673385,3
469,0.4341764848982255,3
470,0.4341765227902412,3
471,0.4341765756628212,3
472,0.4341766267729818,3
473,0.43417666114015874,3
474,0.4341766655462071,3
475,0.43417663426326397,3
476,0.4341765703755632,3
477,0.43417648357641103,3
478,0.4341763870839526,3
479,0.434176296319357,3
480,0.4341762253819789,3
481,0.43417618352451975,3
482,0.4341761742718182,3
483,0.4341761940990357,3
484,0.43417623331286587,3
485,0.43417627913576856,3
486,0.43417631923080835,3
487,0.43417634214225964,3
488,0.43417634214225964,3
489,0.434176320112018,3
490,0.4341762808981878,3
491,0.43417623331286587,3
492,0.4341761883711729,3
493,0.4341761579694394,3
494,0.43417615047915725,3
495,0.43417616942516507,3
496,0.43417621128262424,3
497,0.4341762694424622,3
498,0.4341763337707678,3
499,0.4341763923712106,3
500,0.4341764368722988,3
501,0.4341764619867743,3
502,0.4341764668334274,3
503,0.4341764536152824,3
504,0.4341764298226214,3
505,0.4341764042675411,3
506,0.4341763857621381,3
507,0.43417638091548494,3
508,0.43417639325242025,3
509,0.4341764210105247,3
510,0.4341764597837501,3
511,0.43417650296302374,3
512,0.4341765426174587,3
513,0.43417657169737767,3
514,0.43417658579673235,3
515,0.43417658315310337,3
516,0.4341765659695148,3
517,0.4341765395332249,3
518,0.4341765104533059,3
519,0.4341764857794352,3
520,0.4341764712394757,3
521,0.4341764690364516,3
522,0.43417647961096756,3
523,0.4341764994381851,3
524,0.4341765241120557,3
525,0.43417654658290217,3
526,0.4341765620040713,3
527,0.43417656641011965,3
528,0.43417655891983753,3
529,0.43417653997382966,3
530,0.43417651397814455,3
531,0.4341764866606449,3
532,0.4341764619867743,3
533,0.43417644480318573,3
534,0.43417643775350845,3
535,0.4341764412783471,3
536,0.43417645273407274,3
537,0.4341764681552419,3
538,0.43417648313580626,3
539,0.4341764941509271,3
540,0.4341764972351609,3
541,0.43417649062608843,3
542,0.43417647652673375,3
543,0.43417645714012104,3
544,0.4341764355504843,3
545,0.4341764161638716,3
546,0.4341764033863314,3
547,0.4341763989802831,3
548,0.4341764025051218,3
549,0.43417641263903295,3
550,0.4341764271789924,3
551,0.4341764412783471,3
552,0.4341764509716534,3
553,0.4341764549370969,3
554,0.4341764522934679,3
555,0.4341764430407664,3
556,0.4341764298226214,3
557,0.4341764157232668,3
558,0.4341764033863314,3
559,0.43417639545544445,3
560,0.43417639325242025,3
561,0.4341763980990735,3
562,0.4341764091141943,3
563,0.4341764227729441,3
564,0.4341764364316939,3
565,0.4341764478874196,3
566,0.43417645405588723,3
567,0.43417645449649206,3
568,0.43417645009044376,3
569,0.4341764426001616,3
570,0.43417643422866975,3
571,0.4341764271789924,3
572,0.4341764232135489,3
573,0.4341764245353634,3
574,0.43417643070383105,3
575,0.43417644039713743,3
576,0.43417645273407274,3
577,0.4341764646304032,3
578,0.4341764743237096,3
579,0.43417647961096756,3
580,0.4341764804921772,3
581,0.43417647652673375,3
582,0.43417647035826606,3
583,0.4341764628679839,3
584,0.43417645669951627,3
585,0.4341764531746776,3
586,0.43417645405588723,3
587,0.43417645846193553,3
588,0.43417646551161293,3
589,0.4341764743237096,3
590,0.43417648357641103,3
591,0.43417649062608843,3
592,0.4341764941509271,3
593,0.4341764937103222,3
594,0.43417648886366905,3
595,0.43417648093278205,3
596,0.43417647168008056,3
597,0.4341764633085887,3
598,0.43417645802133076,3
599,0.43417645669951627,3
600,0.43417645846193553,3
601,0.4341764628679839,3
602,0.4341764690364516,3
603,0.43417647520491925,3
604,0.4341764800515724,3
605,0.43417648181399177,3
606,0.4341764800515724,3
607,0.43417647476431437,3
608,0.4341764668334274,3
609,0.43417645802133076,3
610,0.43417645009044376,3
611,0.43417644436258096,3
612,0.4341764417189519,3
613,0.4341764426001616,3
614,0.43417644568439545,3
615,0.43417645141225825,3
616,0.4341764575807259,3
617,0.4341764628679839,3
618,0.43417646551161293,3
619,0.43417646507100804,3
620,0.4341764615461694,3
621,0.43417645581830655,3
622,0.4341764492092341,3
623,0.4341764430407664,3
624,0.43417643907532294,3
625,0.4341764368722988,3
626,0.4341764381941132,3
627,0.43417644215955675,3
628,0.4341764483280244,3
629,0.43417645449649206,3
630,0.4341764606649597,3
631,0.4341764646304032,3
632,0.4341764659522177,3
633,0.4341764646304032,3
634,0.4341764619867743,3
635,0.4341764575807259,3
636,0.4341764531746776,3
637,0.43417644964983887,3
638,0.4341764478874196,3
639,0.4341764483280244,3
640,0.4341764518528631,3
641,0.43417645714012104,3
642,0.4341764633085887,3
643,0.43417646859584674,3
644,0.4341764730018951,3
645,0.43417647520491925,3
646,0.43417647476431437,3
647,0.4341764725612902,3
648,0.43417646947705635,3
649,0.43417646551161293,3
650,0.4341764615461694,3
651,0.43417645934314525,3
652,0.4341764589025404,3
653,0.4341764602243549,3
654,0.4341764628679839,3
655,0.4341764659522177,3
656,0.43417646947705635,3
